,Year,State,Value
937,2008,illinois,8000
938,2008,indiana,7000
939,2008,iowa,24000
940,2008,kansas,10000
941,2008,kentucky,4000
942,2008,louisiana,40000
943,2008,maine,7000
944,2008,michigan,71000
945,2008,minnesota,122000
946,2008,mississippi,14000
947,2008,missouri,11000
948,2008,montana,134000
949,2008,nebraska,36000
950,2008,nevada,10000
951,2008,new jersey,9000
952,2008,new mexico,6000
953,2008,new york,50000
954,2008,north carolina,12000
955,2008,north dakota,400000
956,2008,ohio,14000
957,2008,oregon,50000
958,2008,pennsylvania,23000
959,2008,south dakota,225000
960,2008,tennessee,7000
961,2008,texas,77000
962,2008,utah,28000
963,2008,vermont,5000
964,2008,virginia,6000
965,2008,washington,49000
966,2008,west virginia,6000
967,2008,wisconsin,58000
968,2008,wyoming,39000
969,2009,alabama,9000
970,2009,arizona,20000
971,2009,arkansas,24000
972,2009,california,355000
973,2009,colorado,28000
974,2009,florida,170000
975,2009,georgia,65000
976,2009,hawaii,10000
977,2009,idaho,103000
978,2009,illinois,8000
979,2009,indiana,9000
980,2009,iowa,26000
981,2009,kansas,9000
982,2009,kentucky,5000
983,2009,louisiana,37000
984,2009,maine,6000
985,2009,michigan,66000
986,2009,minnesota,122000
987,2009,mississippi,14000
988,2009,missouri,11000
989,2009,montana,146000
990,2009,nebraska,48000
991,2009,new jersey,11000
992,2009,new mexico,7000
993,2009,new york,45000
994,2009,north carolina,11000
995,2009,north dakota,450000
996,2009,ohio,11000
997,2009,oregon,55000
998,2009,pennsylvania,21000
999,2009,south dakota,270000
1000,2009,tennessee,7000
1001,2009,texas,89000
1002,2009,utah,26000
1003,2009,vermont,5000
1004,2009,virginia,6000
1005,2009,washington,62000
1006,2009,west virginia,5000
1007,2009,wisconsin,63000
1008,2009,wyoming,37000
1009,2010,alabama,9000
1010,2010,arizona,24000
1011,2010,arkansas,25000
1012,2010,california,410000
1013,2010,colorado,34000
1014,2010,florida,200000
1015,2010,georgia,55000
1016,2010,hawaii,10000
1017,2010,idaho,97000
1018,2010,illinois,9000
1019,2010,indiana,10000
1020,2010,iowa,27000
1021,2010,kansas,9000
1022,2010,kentucky,5000
1023,2010,louisiana,36000
1024,2010,maine,5000
1025,2010,michigan,71000
1026,2010,minnesota,128000
1027,2010,mississippi,16000
1028,2010,missouri,11000
1029,2010,montana,157000
1030,2010,nebraska,41000
1031,2010,new jersey,13000
1032,2010,new mexico,7000
1033,2010,new york,45000
1034,2010,north carolina,13000
1035,2010,north dakota,510000
1036,2010,ohio,18000
1037,2010,oregon,59000
1038,2010,pennsylvania,30000
1039,2010,south dakota,265000
1040,2010,tennessee,8000
1041,2010,texas,100000
1042,2010,utah,26000
1043,2010,vermont,4000
1044,2010,virginia,5000
1045,2010,washington,71000
1046,2010,west virginia,5000
1047,2010,wisconsin,64000
1048,2010,wyoming,34000
1049,2011,alabama,9000
1050,2011,arizona,23000
1051,2011,arkansas,22000
1052,2011,california,370000
1053,2011,colorado,31000
1054,2011,florida,180000
1055,2011,georgia,65000
1056,2011,hawaii,9000
1057,2011,idaho,87000
1058,2011,illinois,7000
1059,2011,indiana,8000
1060,2011,iowa,25000
1061,2011,kansas,7000
1062,2011,kentucky,4000
1063,2011,louisiana,36000
1064,2011,maine,4000
1065,2011,michigan,74000
1066,2011,minnesota,120000
1067,2011,mississippi,18000
1068,2011,missouri,8000
1069,2011,montana,145000
1070,2011,nebraska,41000
1071,2011,new jersey,11000
1072,2011,new mexico,7000
1073,2011,new york,49000
1074,2011,north carolina,14000
1075,2011,north dakota,460000
1076,2011,ohio,15000
1077,2011,oregon,60000
1078,2011,pennsylvania,24000
1079,2011,south dakota,250000
1080,2011,tennessee,7000
1081,2011,texas,78000
1082,2011,utah,23000
1083,2011,vermont,4000
1084,2011,virginia,4000
1085,2011,washington,71000
1086,2011,west virginia,4000
1087,2011,wisconsin,57000
1088,2011,wyoming,35000
1089,2012,alabama,8000
1090,2012,arizona,22000
1091,2012,arkansas,25000
1092,2012,california,330000
1093,2012,colorado,25000
1094,2012,florida,193000
1095,2012,georgia,59000
1096,2012,hawaii,10000
1097,2012,idaho,92000
1098,2012,illinois,7000
1099,2012,indiana,8000
1100,2012,iowa,37000
1101,2012,kansas,6000
1102,2012,kentucky,5000
1103,2012,louisiana,41000
1104,2012,maine,4000
1105,2012,michigan,73000
1106,2012,minnesota,125000
1107,2012,mississippi,18000
1108,2012,missouri,7000
1109,2012,montana,145000
1110,2012,nebraska,43000
1111,2012,new jersey,14000
1112,2012,new mexico,5000
1113,2012,new york,51000
1114,2012,north carolina,13000
1115,2012,north dakota,480000
1116,2012,ohio,18000
1117,2012,oregon,60000
1118,2012,pennsylvania,16000
1119,2012,south dakota,260000
1120,2012,tennessee,6000
1121,2012,texas,92000
1122,2012,utah,25000
1123,2012,vermont,4000
1124,2012,virginia,4000
1125,2012,washington,62000
1126,2012,west virginia,6000
1127,2012,wisconsin,60000
1128,2012,wyoming,50000
1129,2013,alabama,7000
1130,2013,arizona,29000
1131,2013,arkansas,22000
1132,2013,california,330000
1133,2013,colorado,26000
1134,2013,florida,220000
1135,2013,georgia,67000
1136,2013,hawaii,13000
1137,2013,idaho,83000
1138,2013,illinois,7000
1139,2013,indiana,6000
1140,2013,iowa,39000
1141,2013,kansas,6000
1142,2013,kentucky,3000
1143,2013,louisiana,50000
1144,2013,maine,7000
1145,2013,michigan,85000
1146,2013,minnesota,130000
1147,2013,mississippi,17000
1148,2013,missouri,10000
1149,2013,montana,159000
1150,2013,nebraska,46000
1151,2013,new jersey,11000
1152,2013,new york,55000
1153,2013,north carolina,10000
1154,2013,north dakota,480000
1155,2013,ohio,17000
1156,2013,oregon,62000
1157,2013,pennsylvania,13000
1158,2013,south dakota,265000
1159,2013,tennessee,7000
1160,2013,texas,106000
1161,2013,utah,30000
1162,2013,vermont,3000
1163,2013,virginia,5000
1164,2013,washington,69000
1165,2013,west virginia,6000
1166,2013,wisconsin,59000
1167,2013,wyoming,47000
1168,2014,alabama,7000
1169,2014,arizona,26000
1170,2014,arkansas,21000
1171,2014,california,320000
1172,2014,colorado,27000
1173,2014,florida,245000
1174,2014,georgia,73000
1175,2014,hawaii,15000
1176,2014,idaho,100000
1177,2014,illinois,8000
1178,2014,indiana,5000
1179,2014,iowa,35000
1180,2014,kansas,7000
1181,2014,kentucky,5000
1182,2014,louisiana,48000
1183,2014,maine,8000
1184,2014,michigan,91000
1185,2014,minnesota,132000
1186,2014,mississippi,20000
1187,2014,missouri,12000
1188,2014,montana,162000
1189,2014,nebraska,50000
1190,2014,new jersey,12000
1191,2014,new york,60000
1192,2014,north carolina,12000
1193,2014,north dakota,490000
1194,2014,ohio,15000
1195,2014,oregon,71000
1196,2014,pennsylvania,17000
1197,2014,south carolina,9000
1198,2014,south dakota,280000
1199,2014,tennessee,7000
1200,2014,texas,116000
1201,2014,utah,29000
1202,2014,vermont,3000
1203,2014,virginia,6000
1204,2014,washington,68000
1205,2014,west virginia,6000
1206,2014,wisconsin,53000
1207,2014,wyoming,38000
1208,2015,alabama,4940
1209,2015,alabama,38000
1210,2015,alabama,31500
1211,2015,alabama,4670
1212,2015,arizona,30200
1213,2015,arizona,170000
1214,2015,arizona,147000
1215,2015,arizona,28100
1216,2015,arkansas,15100
1217,2015,arkansas,96500
1218,2015,arkansas,84500
1219,2015,arkansas,14800
1220,2015,california,499000
1221,2015,california,4235000
1222,2015,california,4800000
1223,2015,california,584000
1224,2015,colorado,11000
1225,2015,colorado,97500
1226,2015,colorado,91500
1227,2015,colorado,10400
1228,2015,connecticut,1620
1229,2015,connecticut,13800
1230,2015,connecticut,13800
1231,2015,connecticut,1210
1232,2015,florida,165000
1233,2015,florida,1119000
1234,2015,florida,1010000
1235,2015,florida,150000
1236,2015,georgia,95900
1237,2015,georgia,505000
1238,2015,georgia,460000
1239,2015,georgia,68500
1240,2015,hawaii,8400
1241,2015,hawaii,65500
1242,2015,hawaii,51500
1243,2015,hawaii,3890
1244,2015,idaho,30100
1245,2015,idaho,433000
1246,2015,idaho,433000
1247,2015,idaho,46200
1248,2015,illinois,9600
1249,2015,illinois,51500
1250,2015,illinois,48000
1251,2015,illinois,7590
1252,2015,indiana,6930
1253,2015,indiana,49500
1254,2015,indiana,48500
1255,2015,indiana,6100
1256,2015,iowa,8880
1257,2015,iowa,125000
1258,2015,iowa,113500
1259,2015,iowa,11800
1260,2015,kansas,3400
1261,2015,kansas,36100
1262,2015,kansas,32000
1263,2015,kansas,6670
1264,2015,kentucky,4040
1265,2015,kentucky,38500
1266,2015,kentucky,37500
1267,2015,kentucky,7480
1268,2015,louisiana,13000
1269,2015,louisiana,244000
1270,2015,louisiana,222000
1271,2015,louisiana,16700
1272,2015,maine,4460
1273,2015,maine,28400
1274,2015,maine,47200
1275,2015,maine,4090
1276,2015,maryland,4930
1277,2015,maryland,30000
1278,2015,maryland,38000
1279,2015,maryland,5880
1280,2015,massachusetts,1520
1281,2015,massachusetts,19000
1282,2015,massachusetts,30600
1283,2015,massachusetts,2140
1284,2015,michigan,24510
1285,2015,michigan,320500
1286,2015,michigan,310000
1287,2015,michigan,37000
1288,2015,minnesota,21930
1289,2015,minnesota,458000
1290,2015,minnesota,440000
1291,2015,minnesota,58200
1292,2015,mississippi,28260
1293,2015,mississippi,192000
1294,2015,mississippi,233000
1295,2015,mississippi,24500
1296,2015,missouri,2850
1297,2015,missouri,61000
1298,2015,missouri,53000
1299,2015,missouri,4390
1300,2015,montana,19600
1301,2015,montana,446500
1302,2015,montana,525000
1303,2015,montana,26900
1304,2015,nebraska,16130
1305,2015,nebraska,235000
1306,2015,nebraska,249000
1307,2015,nebraska,19700
1308,2015,new jersey,2880
1309,2015,new jersey,53000
1310,2015,new jersey,55000
1311,2015,new jersey,3380
1312,2015,new mexico,3280
1313,2015,new mexico,26000
1314,2015,new mexico,28000
1315,2015,new mexico,3580
1316,2015,new york,16090
1317,2015,new york,198000
1318,2015,new york,156000
1319,2015,new york,18100
1320,2015,north carolina,14510
1321,2015,north carolina,101500
1322,2015,north carolina,95000
1323,2015,north carolina,13900
1324,2015,north dakota,54500
1325,2015,north dakota,1358000
1326,2015,north dakota,1345000
1327,2015,north dakota,157620
1328,2015,ohio,17500
1329,2015,ohio,94500
1330,2015,ohio,83000
1331,2015,ohio,16900
1332,2015,oklahoma,8550
1333,2015,oklahoma,59000
1334,2015,oklahoma,85000
1335,2015,oklahoma,9080
1336,2015,oregon,27000
1337,2015,oregon,398000
1338,2015,oregon,396000
1339,2015,oregon,29000
1340,2015,pennsylvania,11960
1341,2015,pennsylvania,93500
1342,2015,pennsylvania,88000
1343,2015,pennsylvania,12400
1344,2015,south carolina,5320
1345,2015,south carolina,70500
1346,2015,south carolina,65500
1347,2015,south carolina,7850
1348,2015,south dakota,40000
1349,2015,south dakota,929000
1350,2015,south dakota,887000
1351,2015,south dakota,87600
1352,2015,tennessee,5170
1353,2015,tennessee,42500
1354,2015,tennessee,37000
1355,2015,tennessee,5030
1356,2015,texas,176500
1357,2015,texas,823000
1358,2015,texas,951000
1359,2015,texas,100500
1360,2015,utah,14020
1361,2015,utah,116000
1362,2015,utah,115000
1363,2015,utah,16600
1364,2015,vermont,1820
1365,2015,vermont,29000
1366,2015,vermont,24500
1367,2015,vermont,1780
1368,2015,virginia,3420
1369,2015,virginia,37000
1370,2015,virginia,32000
1371,2015,virginia,4200
1372,2015,washington,30630
1373,2015,washington,401000
1374,2015,washington,418000
1375,2015,washington,37000
1376,2015,west virginia,3960
1377,2015,west virginia,28400
1378,2015,west virginia,24700
1379,2015,west virginia,3280
1380,2015,wisconsin,14610
1381,2015,wisconsin,201500
1382,2015,wisconsin,204000
1383,2015,wisconsin,28100
1384,2015,wyoming,9800
1385,2015,wyoming,108500
1386,2015,wyoming,97000
1387,2015,wyoming,9000
1388,2016,alabama,3790
1389,2016,alabama,37500
1390,2016,alabama,30500
1391,2016,alabama,1110
1392,2016,alabama,4440
1393,2016,arizona,25300
1394,2016,arizona,138000
1395,2016,arizona,116000
1396,2016,arizona,7460
1397,2016,arizona,20900
1398,2016,arkansas,17290
1399,2016,arkansas,135000
1400,2016,arkansas,111000
1401,2016,arkansas,5840
1402,2016,arkansas,12400
1403,2016,california,523000
1404,2016,california,4060000
1405,2016,california,4710000
1406,2016,california,144500
1407,2016,california,595000
1408,2016,colorado,14300
1409,2016,colorado,109500
1410,2016,colorado,104500
1411,2016,colorado,2540
1412,2016,colorado,13550
1413,2016,connecticut,1350
1414,2016,connecticut,11400
1415,2016,connecticut,11400
1416,2016,connecticut,60
1417,2016,connecticut,880
1418,2016,florida,185000
1419,2016,florida,1185000
1420,2016,florida,1055000
1421,2016,florida,19900
1422,2016,florida,135000
1423,2016,georgia,78000
1424,2016,georgia,502000
1425,2016,georgia,426000
1426,2016,georgia,13100
1427,2016,georgia,50500
1428,2016,hawaii,1930
1429,2016,hawaii,71500
1430,2016,hawaii,55500
1431,2016,hawaii,160
1432,2016,hawaii,2680
1433,2016,idaho,31400
1434,2016,idaho,448000
1435,2016,idaho,452000
1436,2016,idaho,5900
1437,2016,idaho,43000
1438,2016,illinois,3910
1439,2016,illinois,47500
1440,2016,illinois,38500
1441,2016,illinois,1180
1442,2016,illinois,4160
1443,2016,indiana,3200
1444,2016,indiana,34800
1445,2016,indiana,30500
1446,2016,indiana,340
1447,2016,indiana,2790
1448,2016,iowa,36590
1449,2016,iowa,164500
1450,2016,iowa,143000
1451,2016,iowa,6180
1452,2016,iowa,15500
1453,2016,kansas,4910
1454,2016,kansas,29700
1455,2016,kansas,24000
1456,2016,kansas,1280
1457,2016,kansas,5960
1458,2016,kentucky,3450
1459,2016,kentucky,32000
1460,2016,kentucky,27500
1461,2016,kentucky,810
1462,2016,kentucky,3700
1463,2016,louisiana,22350
1464,2016,louisiana,255000
1465,2016,louisiana,225000
1466,2016,louisiana,930
1467,2016,louisiana,24300
1468,2016,maine,750
1469,2016,maine,26800
1470,2016,maine,37700
1471,2016,maine,60
1472,2016,maine,5070
1473,2016,maryland,4420
1474,2016,maryland,30000
1475,2016,maryland,33000
1476,2016,maryland,70
1477,2016,maryland,1840
1478,2016,massachusetts,2750
1479,2016,massachusetts,24700
1480,2016,massachusetts,29000
1481,2016,massachusetts,60
1482,2016,massachusetts,1940
1483,2016,michigan,26810
1484,2016,michigan,363000
1485,2016,michigan,354000
1486,2016,michigan,9300
1487,2016,michigan,40000
1488,2016,minnesota,31300
1489,2016,minnesota,432000
1490,2016,minnesota,416000
1491,2016,minnesota,27400
1492,2016,minnesota,58000
1493,2016,mississippi,58080
1494,2016,mississippi,161500
1495,2016,mississippi,190000
1496,2016,mississippi,1550
1497,2016,mississippi,16900
1498,2016,missouri,9180
1499,2016,missouri,52500
1500,2016,missouri,45000
1501,2016,missouri,400
1502,2016,missouri,3310
1503,2016,montana,55800
1504,2016,montana,508500
1505,2016,montana,504000
1506,2016,montana,4720
1507,2016,montana,35400
1508,2016,nebraska,9090
1509,2016,nebraska,160500
1510,2016,nebraska,147000
1511,2016,nebraska,1470
1512,2016,nebraska,19520
1513,2016,new jersey,2500
1514,2016,new jersey,52200
1515,2016,new jersey,54000
1516,2016,new jersey,310
1517,2016,new jersey,3110
1518,2016,new mexico,7200
1519,2016,new mexico,26000
1520,2016,new mexico,26500
1521,2016,new mexico,1190
1522,2016,new mexico,5800
1523,2016,new york,16610
1524,2016,new york,230000
1525,2016,new york,184000
1526,2016,new york,2310
1527,2016,new york,27200
1528,2016,north carolina,12720
1529,2016,north carolina,103500
1530,2016,north carolina,98000
1531,2016,north carolina,1750
1532,2016,north carolina,11100
1533,2016,north dakota,66100
1534,2016,north dakota,1579000
1535,2016,north dakota,1607000
1536,2016,north dakota,47000
1537,2016,north dakota,150500
1538,2016,ohio,7760
1539,2016,ohio,86000
1540,2016,ohio,73500
1541,2016,ohio,1520
1542,2016,ohio,8300
1543,2016,oklahoma,8950
1544,2016,oklahoma,32300
1545,2016,oklahoma,74200
1546,2016,oklahoma,1610
1547,2016,oklahoma,6870
1548,2016,oregon,27200
1549,2016,oregon,424000
1550,2016,oregon,460000
1551,2016,oregon,3220
1552,2016,oregon,24200
1553,2016,pennsylvania,7780
1554,2016,pennsylvania,82500
1555,2016,pennsylvania,69500
1556,2016,pennsylvania,1160
1557,2016,pennsylvania,8600
1558,2016,south carolina,7150
1559,2016,south carolina,70000
1560,2016,south carolina,60500
1561,2016,south carolina,1810
1562,2016,south carolina,7020
1563,2016,south dakota,20800
1564,2016,south dakota,702000
1565,2016,south dakota,598000
1566,2016,south dakota,30600
1567,2016,south dakota,57500
1568,2016,tennessee,4540
1569,2016,tennessee,42000
1570,2016,tennessee,36000
1571,2016,tennessee,610
1572,2016,tennessee,4070
1573,2016,texas,214700
1574,2016,texas,978000
1575,2016,texas,1123000
1576,2016,texas,6220
1577,2016,texas,117000
1578,2016,utah,15040
1579,2016,utah,114500
1580,2016,utah,102500
1581,2016,utah,3560
1582,2016,utah,11500
1583,2016,vermont,670
1584,2016,vermont,29500
1585,2016,vermont,25000
1586,2016,vermont,80
1587,2016,vermont,1090
1588,2016,virginia,3450
1589,2016,virginia,32500
1590,2016,virginia,28000
1591,2016,virginia,580
1592,2016,virginia,2870
1593,2016,washington,37100
1594,2016,washington,374000
1595,2016,washington,460000
1596,2016,washington,11030
1597,2016,washington,33500
1598,2016,west virginia,2810
1599,2016,west virginia,33500
1600,2016,west virginia,30000
1601,2016,west virginia,730
1602,2016,west virginia,3880
1603,2016,wisconsin,18920
1604,2016,wisconsin,222500
1605,2016,wisconsin,233000
1606,2016,wisconsin,8420
1607,2016,wisconsin,28100
1608,2016,wyoming,9790
1609,2016,wyoming,106200
1610,2016,wyoming,100500
1611,2016,wyoming,1610
1612,2016,wyoming,12140
1613,2017,alabama,1770
1614,2017,alabama,20500
1615,2017,alabama,13500
1616,2017,alabama,270
1617,2017,alabama,2040
1618,2017,arizona,15400
1619,2017,arizona,75000
1620,2017,arizona,54000
1621,2017,arizona,3160
1622,2017,arizona,8600
1623,2017,arkansas,5430
1624,2017,arkansas,64000
1625,2017,arkansas,37000
1626,2017,arkansas,320
1627,2017,arkansas,5400
1628,2017,california,425000
1629,2017,california,2625000
1630,2017,california,2620000
1631,2017,california,23600
1632,2017,california,254000
1633,2017,colorado,5600
1634,2017,colorado,59000
1635,2017,colorado,50000
1636,2017,colorado,1060
1637,2017,colorado,4600
1638,2017,connecticut,2300
1639,2017,connecticut,6100
1640,2017,connecticut,6100
1641,2017,connecticut,110
1642,2017,connecticut,520
1643,2017,florida,120000
1644,2017,florida,710000
1645,2017,florida,515000
1646,2017,florida,13000
1647,2017,florida,55000
1648,2017,georgia,57000
1649,2017,georgia,347000
1650,2017,georgia,267000
1651,2017,georgia,5800
1652,2017,georgia,24500
1653,2017,hawaii,1030
1654,2017,hawaii,37000
1655,2017,hawaii,25000
1656,2017,hawaii,0
1657,2017,hawaii,250
1658,2017,idaho,26000
1659,2017,idaho,251000
1660,2017,idaho,177000
1661,2017,idaho,4200
1662,2017,idaho,18000
1663,2017,illinois,6700
1664,2017,illinois,34000
1665,2017,illinois,23500
1666,2017,illinois,810
1667,2017,illinois,4100
1668,2017,indiana,4700
1669,2017,indiana,21500
1670,2017,indiana,18500
1671,2017,indiana,560
1672,2017,indiana,3100
1673,2017,iowa,24070
1674,2017,iowa,57500
1675,2017,iowa,38500
1676,2017,iowa,1170
1677,2017,iowa,5000
1678,2017,kansas,3430
1679,2017,kansas,15200
1680,2017,kansas,8700
1681,2017,kansas,510
1682,2017,kansas,1380
1683,2017,kentucky,3850
1684,2017,kentucky,18000
1685,2017,kentucky,14000
1686,2017,kentucky,820
1687,2017,kentucky,1860
1688,2017,louisiana,15600
1689,2017,louisiana,143000
1690,2017,louisiana,103000
1691,2017,louisiana,390
1692,2017,louisiana,5300
1693,2017,maine,890
1694,2017,maine,16900
1695,2017,maine,43100
1696,2017,maine,10
1697,2017,maine,1910
1698,2017,maryland,3970
1699,2017,maryland,17000
1700,2017,maryland,18500
1701,2017,maryland,80
1702,2017,maryland,2290
1703,2017,massachusetts,2020
1704,2017,massachusetts,5200
1705,2017,massachusetts,11300
1706,2017,massachusetts,40
1707,2017,massachusetts,1630
1708,2017,michigan,22600
1709,2017,michigan,171000
1710,2017,michigan,138000
1711,2017,michigan,2860
1712,2017,michigan,9600
1713,2017,minnesota,21800
1714,2017,minnesota,187000
1715,2017,minnesota,169000
1716,2017,minnesota,10200
1717,2017,minnesota,8500
1718,2017,mississippi,28500
1719,2017,mississippi,133000
1720,2017,mississippi,157000
1721,2017,mississippi,20
1722,2017,mississippi,6400
1723,2017,missouri,2100
1724,2017,missouri,21500
1725,2017,missouri,15000
1726,2017,missouri,220
1727,2017,missouri,1460
1728,2017,montana,18100
1729,2017,montana,209500
1730,2017,montana,180000
1731,2017,montana,3000
1732,2017,montana,4270
1733,2017,nebraska,6120
1734,2017,nebraska,58000
1735,2017,nebraska,76000
1736,2017,nebraska,1880
1737,2017,nebraska,1390
1738,2017,new jersey,1610
1739,2017,new jersey,25000
1740,2017,new jersey,27500
1741,2017,new jersey,60
1742,2017,new jersey,920
1743,2017,new mexico,5900
1744,2017,new mexico,12500
1745,2017,new mexico,13000
1746,2017,new mexico,1580
1747,2017,new mexico,3800
1748,2017,new york,16520
1749,2017,new york,114000
1750,2017,new york,74000
1751,2017,new york,1980
1752,2017,new york,7300
1753,2017,north carolina,7600
1754,2017,north carolina,51000
1755,2017,north carolina,48000
1756,2017,north carolina,1380
1757,2017,north carolina,4100
1758,2017,north dakota,20600
1759,2017,north dakota,617000
1760,2017,north dakota,508000
1761,2017,north dakota,6300
1762,2017,north dakota,11140
1763,2017,ohio,9300
1764,2017,ohio,44000
1765,2017,ohio,32000
1766,2017,ohio,1430
1767,2017,ohio,5500
1768,2017,oklahoma,16000
1769,2017,oklahoma,51000
1770,2017,oklahoma,51000
1771,2017,oklahoma,540
1772,2017,oklahoma,750
1773,2017,oregon,25500
1774,2017,oregon,233000
1775,2017,oregon,198000
1776,2017,oregon,2500
1777,2017,oregon,13000
1778,2017,pennsylvania,7810
1779,2017,pennsylvania,48000
1780,2017,pennsylvania,34500
1781,2017,pennsylvania,140
1782,2017,pennsylvania,4710
1783,2017,south carolina,6600
1784,2017,south carolina,53000
1785,2017,south carolina,37500
1786,2017,south carolina,490
1787,2017,south carolina,2470
1788,2017,south dakota,11500
1789,2017,south dakota,310000
1790,2017,south dakota,200000
1791,2017,south dakota,5390
1792,2017,south dakota,8700
1793,2017,tennessee,4100
1794,2017,tennessee,24000
1795,2017,tennessee,17500
1796,2017,tennessee,630
1797,2017,tennessee,2700
1798,2017,texas,191000
1799,2017,texas,735000
1800,2017,texas,675000
1801,2017,texas,6670
1802,2017,texas,53000
1803,2017,utah,17400
1804,2017,utah,62000
1805,2017,utah,53500
1806,2017,utah,3100
1807,2017,utah,5000
1808,2017,vermont,390
1809,2017,vermont,19500
1810,2017,vermont,14500
1811,2017,vermont,20
1812,2017,vermont,610
1813,2017,virginia,5000
1814,2017,virginia,21500
1815,2017,virginia,17000
1816,2017,virginia,170
1817,2017,virginia,2400
1818,2017,washington,44500
1819,2017,washington,234000
1820,2017,washington,236000
1821,2017,washington,1450
1822,2017,washington,15500
1823,2017,west virginia,3850
1824,2017,west virginia,19000
1825,2017,west virginia,15500
1826,2017,west virginia,90
1827,2017,west virginia,1140
1828,2017,wisconsin,13450
1829,2017,wisconsin,88000
1830,2017,wisconsin,87000
1831,2017,wisconsin,4700
1832,2017,wisconsin,7300
1833,2017,wyoming,6100
1834,2017,wyoming,60500
1835,2017,wyoming,47000
1836,2017,wyoming,1260
1837,2017,wyoming,4700
